locus_tag,possible.G.to.A,possible.G.to.T,possible.G.to.C,possible.A.to.G,possible.A.to.T,possible.A.to.C,possible.T.to.G,possible.T.to.A,possible.T.to.C,possible.C.to.G,possible.C.to.A,possible.C.to.T,gene.length,gene
ECB_03374,92,71,71,45,10,10,25,36,62,53,60,126,930,kdgK
ECB_03375,150,105,105,91,34,34,60,69,140,57,72,143,1497,yhjJ
ECB_03376,113,94,94,57,27,27,52,69,112,65,92,165,1287,dctA
ECB_03377,184,122,122,108,39,39,66,97,179,93,116,220,1950,yhjK
ECB_03378,338,246,246,172,67,69,115,132,282,173,213,398,3474,bcsC
ECB_03379,100,64,64,55,14,14,37,38,94,56,67,125,1107,bcsZ
ECB_03380,246,192,192,107,51,52,68,93,187,96,120,272,2340,yhjN
ECB_03381,281,219,219,104,42,44,80,103,202,114,163,315,2619,yhjO
ECB_03382,72,44,44,43,19,20,16,24,70,33,41,83,738,yhjQ
ECB_03383,18,9,9,13,6,6,3,6,23,7,8,13,189,yhjR
ECB_03384,107,66,66,101,42,44,62,77,178,66,88,157,1572,yhjS
ECB_03385,14,10,10,12,4,5,7,11,20,11,15,22,189,yhjT
ECB_03386,140,107,107,83,40,41,59,71,152,84,93,198,1680,yhjU
ECB_03387,10,7,7,4,1,1,3,5,9,5,7,12,108,ldrD
ECB_03388,9,7,7,5,1,1,4,6,10,5,7,11,108,ldrD
ECB_03389,9,7,7,5,1,1,3,5,10,6,8,11,108,ldrD
ECB_03390,93,71,71,72,40,40,34,69,137,60,82,148,1272,yhjV
ECB_03391,116,78,78,46,11,11,36,40,76,47,60,120,1005,dppF
ECB_03392,104,74,74,50,20,22,25,36,72,50,61,120,984,dppD
ECB_03393,98,83,83,27,13,13,28,38,63,58,66,132,903,dppC
ECB_03394,96,77,77,35,19,19,30,45,79,68,87,138,1020,dppB
ECB_03395,129,93,93,99,23,23,58,64,116,77,92,196,1608,dppA
ECB_03396,139,90,90,80,39,41,68,87,173,73,92,183,1692,yhjW
ECB_03397,111,89,89,58,30,30,58,76,120,52,66,145,1209,yhjX
ECB_03398,45,33,33,40,15,17,20,23,74,37,45,75,699,yhjY
ECB_03399,45,27,27,36,14,15,13,18,49,27,33,57,564,tag
ECB_03400,36,24,24,27,10,12,11,17,37,21,24,41,441,yiaC
ECB_03401,197,146,146,122,54,54,89,111,230,99,120,218,2280,bisC
ECB_03402,48,38,38,34,16,16,39,45,58,42,47,88,660,yiaD
ECB_03403,71,52,52,75,34,34,24,32,82,59,69,116,975,tkrA
ECB_03404,70,45,45,51,24,24,34,39,77,16,18,52,711,yiaF
ECB_03405,25,10,10,31,11,13,4,8,26,11,14,21,291,yiaG
ECB_03406,7,5,5,15,4,4,15,15,18,9,13,31,213,cspA
ECB_03407,14,7,7,14,3,5,3,5,20,2,2,7,153,hokA
ECB_03408,34,12,12,46,21,26,30,35,58,22,29,38,522,insJ-4
ECB_03409,62,27,27,59,25,37,43,52,101,22,28,64,852,insK-4
ECB_03410,208,159,159,100,21,21,104,121,179,86,102,250,2070,glyS
ECB_03411,87,54,54,39,11,12,31,39,58,51,55,136,912,glyQ
ECB_03412,20,9,9,23,9,10,12,13,31,11,13,23,300,ECB_03412
ECB_03413,78,59,59,53,33,35,25,42,107,39,57,110,996,yiaH
ECB_03414,25,17,17,41,23,23,18,22,51,14,17,35,438,yiaA
ECB_03415,19,12,12,27,13,13,16,16,47,13,21,31,342,yiaB
ECB_03416,135,88,88,100,48,50,66,74,153,52,63,116,1455,xylB
ECB_03417,109,71,71,81,23,23,47,53,130,56,62,139,1323,xylA
ECB_03418,50,33,33,91,38,38,38,56,104,46,53,93,993,xylF
ECB_03419,24,11,11,21,4,6,11,17,32,21,25,39,327,xylG
ECB_03420,68,51,51,73,48,49,54,69,111,83,103,149,1182,xylH
ECB_03421,86,54,54,91,36,36,32,50,118,60,75,116,1179,xylR
ECB_03422,72,48,48,58,26,27,30,37,74,27,37,70,825,bax
ECB_03423,131,86,86,121,47,49,65,75,183,116,128,242,2031,malS
ECB_03424,110,80,80,68,27,28,31,51,105,61,77,155,1254,avtA
ECB_03425,47,29,29,21,11,12,17,25,51,13,19,37,474,yiaI
ECB_03426,83,53,53,46,18,20,23,37,78,42,50,91,849,yiaJ
ECB_03427,53,32,32,47,15,15,42,58,94,74,87,134,999,yiaK
ECB_03428,31,21,21,34,16,16,10,22,52,20,28,42,468,yiaL
ECB_03429,23,17,17,38,21,22,16,25,57,26,33,49,474,yiaM
ECB_03430,92,79,79,63,30,31,53,81,138,75,93,147,1278,yiaN
ECB_03431,72,54,54,73,22,23,32,34,75,55,66,125,987,yiaO
ECB_03432,115,81,81,69,22,22,48,56,114,107,126,211,1497,lyxK
ECB_03433,54,40,40,40,18,18,21,29,47,41,52,82,663,sgbH
ECB_03434,77,57,57,43,16,17,25,33,60,46,60,103,861,sgbU
ECB_03435,61,45,45,35,14,15,15,18,43,48,56,93,696,sgbE
ECB_03436,83,56,56,52,15,17,23,31,81,38,53,72,816,ECB_03436
ECB_03437,104,90,90,57,33,33,42,58,109,98,121,213,1401,ECB_03437
ECB_03438,183,127,127,108,37,38,48,61,156,92,114,234,1980,ECB_03438
ECB_03439,55,38,38,36,18,18,32,41,91,29,29,68,741,yiaT
ECB_03440,68,46,46,64,19,20,31,40,99,41,64,107,975,yiaU
ECB_03441,119,82,82,70,34,34,40,54,115,38,53,95,1137,yiaV
ECB_03442,22,16,16,17,6,6,12,20,40,13,18,31,324,yiaW
ECB_03443,155,122,122,78,20,20,38,55,118,81,96,181,1539,aldB
ECB_03444,71,60,60,71,28,28,64,76,133,49,62,120,1152,yiaY
ECB_03445,182,128,128,101,41,41,69,86,169,89,108,197,1845,selB
ECB_03446,147,99,99,80,32,32,50,63,140,70,80,134,1392,selA
ECB_03447,58,43,43,38,12,12,14,20,56,35,41,65,609,yibF
ECB_03448,410,304,304,190,94,113,90,101,254,239,306,568,4134,rhsA
ECB_03449,37,10,10,83,37,48,41,55,133,10,19,39,843,yibA
ECB_03450,77,54,54,67,44,45,26,32,96,24,37,78,945,yibJ
ECB_03451,26,8,8,54,25,29,14,18,65,3,6,16,462,yibG
ECB_03452,127,85,85,55,23,26,43,53,107,42,56,110,1137,yibH
ECB_03453,35,25,25,14,7,7,11,15,33,14,24,41,363,yibI
ECB_03454,153,120,120,89,37,37,105,125,164,88,122,259,1914,mtlA
ECB_03455,88,64,64,75,31,31,54,63,110,56,70,130,1149,mtlD
ECB_03456,52,31,31,46,19,20,17,21,48,28,33,65,588,mtlR
ECB_03457,20,13,13,17,7,7,10,11,21,5,9,15,210,ECB_03457
ECB_03458,32,19,19,34,8,8,9,11,21,19,21,40,363,yibL
ECB_03459,34,17,17,76,29,30,23,35,79,19,25,53,684,ECB_03459
ECB_03460,239,164,164,238,128,132,307,351,586,270,317,582,4851,ECB_03460
ECB_03461,155,128,128,67,43,43,58,77,125,97,123,228,1656,lldP
ECB_03462,63,45,45,51,23,25,21,31,66,42,50,87,777,lldR
ECB_03463,114,96,96,66,36,36,48,60,111,49,59,118,1191,lldD
ECB_03464,37,29,29,24,12,13,14,18,42,27,33,60,474,yibK
ECB_03465,68,51,51,47,20,21,35,51,80,36,43,84,822,cysE
ECB_03466,88,69,69,49,17,18,44,54,97,65,70,118,1020,gpsA
ECB_03467,37,24,24,30,11,11,21,24,38,17,22,55,468,secB
ECB_03468,19,9,9,15,6,6,7,10,27,14,17,30,252,grxC
ECB_03469,39,27,27,25,5,5,30,32,46,12,19,41,432,yibN
ECB_03470,111,85,85,98,36,36,80,90,128,67,82,191,1545,yibO
ECB_03471,121,67,67,92,23,26,53,65,95,71,83,133,1260,yibP
ECB_03472,86,58,58,48,20,21,38,47,88,41,50,106,960,yibQ
ECB_03473,70,49,49,54,18,19,40,59,130,47,55,89,1035,yibD
ECB_03474,74,59,59,38,7,7,50,65,103,57,71,124,1026,tdh
ECB_03475,108,84,84,58,21,21,59,77,120,52,59,127,1197,kbl
ECB_03476,65,45,45,48,15,15,30,36,73,51,62,137,933,gumD
ECB_03477,90,63,63,64,25,25,41,50,99,51,59,106,1047,waaF
ECB_03478,86,59,59,76,36,38,41,51,104,34,45,72,981,waaC
ECB_03479,42,22,22,131,78,84,62,80,203,27,37,65,1254,waaL
ECB_03480,43,21,21,94,42,56,41,50,151,11,22,48,984,waaV
ECB_03481,53,28,28,68,23,25,45,65,165,21,26,66,1026,waaW
ECB_03482,23,11,11,46,15,19,27,36,78,18,24,42,549,waaY
ECB_03483,23,14,14,29,17,18,15,25,67,10,11,25,405,waaT
ECB_03484,60,45,45,25,14,16,10,11,30,18,27,55,504,insB-24
ECB_03485,12,9,9,17,7,7,16,19,28,18,22,35,276,insA-24
ECB_03486,49,30,30,75,31,32,46,57,149,23,40,68,1017,waaO
ECB_03487,62,43,43,56,19,22,31,42,88,36,50,68,807,waaP
ECB_03488,89,54,54,83,36,36,41,50,135,46,56,91,1125,waaG
ECB_03489,82,58,58,67,32,33,45,59,130,38,51,83,1059,waaQ
ECB_03490,107,80,80,78,39,39,62,77,131,69,79,142,1278,waaA
ECB_03491,58,44,44,20,5,5,10,15,45,18,22,42,480,coaD
ECB_03492,96,69,69,47,17,17,28,35,77,24,37,69,810,mutM
ECB_03493,12,7,7,15,1,1,15,16,18,2,5,14,168,rpmG
ECB_03494,15,10,10,14,5,5,19,19,22,12,15,32,237,rpmB
ECB_03495,56,39,39,43,14,14,25,32,72,28,40,60,669,radC
ECB_03496,78,55,55,75,33,33,65,74,132,74,90,132,1221,dfp
ECB_03497,35,23,23,21,10,10,27,33,49,24,28,54,456,dut
ECB_03498,55,35,35,33,10,12,25,31,53,30,36,76,597,slmA
ECB_03499,66,45,45,33,9,9,21,31,62,30,36,69,642,pyrE
ECB_03500,70,47,47,47,25,25,30,37,53,38,44,80,717,rph
ECB_03501,85,47,47,51,12,12,36,46,68,43,53,98,864,yicC
ECB_03502,69,35,35,75,28,32,34,38,84,25,38,58,837,dinD
ECB_03503,47,39,39,36,23,23,16,27,56,46,55,83,618,yicG
ECB_03504,149,91,91,109,48,51,69,80,161,70,83,130,1683,yicF
ECB_03505,41,21,21,36,8,9,30,41,77,30,34,62,624,gmk
ECB_03506,19,9,9,25,8,8,18,20,24,13,17,29,276,rpoZ
ECB_03507,181,120,120,102,30,30,79,102,178,111,143,261,2109,spoT
ECB_03508,49,27,27,38,16,17,27,35,59,46,54,81,690,trmH
ECB_03509,213,146,146,126,54,54,66,80,151,116,138,247,2082,recG
ECB_03510,65,40,40,50,19,19,31,38,93,30,36,57,795,ECB_03510
ECB_03511,136,108,108,41,18,18,49,65,123,58,68,135,1206,gltS
ECB_03512,141,119,119,61,25,25,61,85,125,73,88,174,1392,yicE
ECB_03513,152,116,116,88,34,36,55,70,154,91,107,204,1710,yicH
ECB_03514,186,132,132,107,31,31,97,109,232,102,118,254,2319,yicI
ECB_03515,93,70,70,72,36,37,57,76,141,70,90,161,1383,yicJ
ECB_03516,55,24,24,103,42,47,45,62,128,60,76,107,1185,ECB_03516
ECB_03517,71,41,41,77,41,45,34,40,117,32,44,88,1044,ECB_03517
ECB_03518,11,8,8,15,11,11,12,16,32,6,7,20,231,ECB_03518
ECB_03519,55,32,32,102,61,66,56,70,145,24,37,63,1095,ECB_03519
ECB_03520,48,28,28,111,82,85,87,114,197,33,45,83,1359,ECB_03520
ECB_03521,106,56,56,202,112,115,114,140,322,58,76,161,2388,ECB_03521
ECB_03522,42,28,28,28,11,12,14,18,32,31,38,58,486,ECB_03522
ECB_03523,94,61,61,53,31,37,22,22,56,91,108,178,1164,ECB_03523
ECB_03524,29,13,13,28,14,16,16,19,29,17,21,32,348,ECB_03524
ECB_03525,22,11,11,19,10,11,15,16,36,13,19,35,339,ECB_03525
ECB_03526,10,3,3,10,3,3,12,12,18,7,8,14,156,ECB_03526
ECB_03527,18,14,14,26,12,16,16,19,27,17,20,34,303,ECB_03527
ECB_03528,11,8,8,12,5,5,2,2,9,3,5,7,117,ECB_03528
ECB_03529,18,13,13,17,7,8,5,5,17,1,7,10,186,ECB_03529
ECB_03530,10,2,2,25,15,18,11,16,36,5,6,17,255,ECB_03530
ECB_03531,152,105,105,263,201,211,196,241,510,79,99,228,3498,ECB_03531
ECB_03532,24,17,17,28,13,13,8,8,37,15,26,49,414,ECB_03532
ECB_03533,12,10,10,14,7,7,5,7,16,7,8,18,183,ECB_03533
ECB_03534,6,4,4,13,5,6,9,13,22,3,5,10,147,ECB_03534
ECB_03535,20,6,6,24,10,12,20,23,40,16,20,33,357,ykgN
ECB_03536,71,41,41,105,64,80,52,57,104,40,60,100,1125,insI
ECB_03537,37,24,24,20,15,17,7,13,23,18,25,46,366,yeeV
ECB_03538,31,27,27,32,16,16,18,22,43,29,32,69,489,ECB_03538
ECB_03539,26,17,17,16,7,9,2,6,17,7,11,29,243,ECB_03539
ECB_03540,60,41,41,64,28,35,19,25,64,25,50,95,846,ECB_03540
ECB_03541,13,6,6,5,3,4,10,12,19,8,10,14,150,ECB_03541
ECB_03542,67,51,51,73,44,48,52,73,136,56,69,118,1185,yicK
ECB_03543,87,65,65,55,34,37,27,47,100,44,51,101,924,yicL
ECB_03544,69,48,48,70,32,32,26,35,85,30,37,66,819,nlpA
ECB_03545,22,12,12,32,14,14,7,9,27,6,8,19,294,ECB_03545
ECB_03546,144,108,108,58,30,30,49,68,146,66,81,135,1356,yicM
ECB_03547,44,31,31,21,6,8,14,20,44,23,29,45,453,yicN
ECB_03548,101,89,89,63,35,35,53,74,157,67,83,137,1335,yicO
ECB_03549,143,103,103,90,30,32,55,82,172,107,124,217,1767,ade
ECB_03550,117,92,92,55,17,17,49,67,112,80,101,199,1392,uhpT
ECB_03551,123,102,102,55,32,32,35,49,119,75,94,153,1320,uhpC
ECB_03552,181,130,130,62,21,21,45,56,136,74,97,182,1503,uhpB
ECB_03553,66,50,50,24,10,10,18,24,47,38,42,71,591,uhpA
ECB_03554,23,13,13,12,5,5,9,12,27,13,16,36,291,ilvN
ECB_03555,164,115,115,74,26,27,47,68,144,97,124,197,1689,ilvB
ECB_03556,9,8,8,7,6,6,4,4,5,9,9,12,99,ivbL
ECB_03557,123,96,96,40,17,19,33,46,109,80,89,145,1185,emrD
ECB_03558,50,32,32,21,10,11,15,19,47,18,27,48,498,yidF
ECB_03559,26,18,18,19,11,13,7,12,32,22,27,44,363,yidG
ECB_03560,34,26,26,19,9,9,11,14,36,17,20,40,348,yidH
ECB_03561,25,19,19,29,14,15,20,27,44,24,34,56,450,yidI
ECB_03562,115,84,84,73,29,29,36,46,141,68,89,168,1494,yidJ
ECB_03563,169,139,139,69,33,33,35,58,128,95,127,236,1716,yidK
ECB_03564,54,37,37,73,28,29,24,40,102,37,47,83,924,yidL
ECB_03565,114,83,83,82,33,33,34,48,109,63,78,144,1323,glvG
ECB_03566,139,111,111,91,41,41,48,76,143,77,95,188,1617,glvBC
ECB_03567,48,34,34,28,7,9,8,13,34,10,18,40,417,yidP
ECB_03568,156,123,123,70,35,36,58,81,166,97,124,206,1662,yidE
ECB_03569,29,19,19,32,8,8,17,22,38,10,14,44,402,ibpB
ECB_03570,26,16,16,25,3,3,23,28,51,15,20,48,414,ibpA
ECB_03571,24,21,21,19,8,10,6,9,22,23,23,40,333,yidQ
ECB_03572,105,75,75,63,29,30,36,43,116,68,81,124,1215,yidR
ECB_03573,86,55,55,56,27,28,31,43,99,45,63,118,1065,yidS
ECB_03574,118,97,97,47,21,21,57,76,131,68,83,151,1293,dgoT
ECB_03575,87,72,72,75,20,20,30,48,95,61,72,135,1149,dgoD
ECB_03576,63,45,45,35,18,19,14,19,41,41,50,70,618,dgoA
ECB_03577,61,40,40,54,27,29,40,46,89,53,60,94,879,dgoK
ECB_03578,78,53,53,33,14,15,19,27,52,25,39,67,690,dgoR
ECB_03579,44,29,29,57,33,36,25,28,73,17,25,55,657,yidX
ECB_03580,63,51,51,42,9,9,30,43,72,45,52,101,813,yidA
ECB_03581,36,27,27,33,8,8,10,15,38,25,25,37,399,yidB
ECB_03582,225,153,153,109,18,18,102,120,179,126,156,325,2415,gyrB
ECB_03583,94,55,55,57,20,22,28,33,87,72,84,134,1074,recF
ECB_03584,99,74,74,60,18,19,47,56,97,55,62,131,1101,dnaN
ECB_03585,143,96,96,75,32,33,51,58,116,62,83,160,1404,dnaA
ECB_03586,7,4,4,8,2,2,20,20,22,6,6,12,141,rpmH
ECB_03587,31,22,22,22,5,6,15,18,33,26,30,42,360,rnpA
ECB_03588,20,16,16,20,12,14,7,10,24,15,17,27,258,yidD
ECB_03589,167,108,108,59,21,21,68,76,118,67,94,222,1647,yidC
ECB_03590,118,86,86,80,29,30,48,64,113,81,101,176,1365,trmE
ECB_03591,2,1,1,5,2,2,1,2,9,3,5,8,75,tnaL
ECB_03592,101,71,71,98,33,34,44,60,120,69,82,168,1416,tnaA
ECB_03593,80,60,60,48,25,25,49,72,148,69,89,155,1248,tnaB
ECB_03594,99,78,78,63,40,41,45,63,123,61,78,125,1176,yidY
ECB_03595,104,81,81,54,14,15,20,26,77,35,46,107,960,yidZ
ECB_03596,59,45,45,47,17,18,24,32,77,40,49,83,762,yieE
ECB_03597,58,40,40,35,13,13,20,29,51,24,29,55,567,yieF
ECB_03598,123,106,106,42,26,26,72,91,132,64,84,168,1338,yieG
ECB_03599,48,35,35,46,21,21,28,35,62,19,25,66,666,yieH
ECB_03600,31,18,18,32,23,24,30,39,68,18,24,37,474,yieI
ECB_03601,32,14,14,39,12,15,26,29,80,19,21,44,588,yieJ
ECB_03602,63,42,42,40,13,13,29,36,79,31,37,72,723,yieK
ECB_03603,87,61,61,70,35,37,52,66,131,55,66,114,1197,yieL
ECB_03604,86,58,58,108,27,29,69,83,195,75,86,155,1617,yieC
ECB_03605,100,74,74,94,34,35,38,51,147,54,77,126,1395,bglB
ECB_03606,156,117,117,103,57,58,68,99,189,94,120,206,1878,bglF
ECB_03607,62,34,34,70,23,24,19,36,94,26,37,63,837,bglG
ECB_03608,69,45,45,32,8,8,21,30,57,28,41,89,726,phoU
ECB_03609,75,48,48,30,5,5,31,37,60,34,46,105,774,pstB
ECB_03610,106,88,88,27,10,10,32,48,64,41,52,111,891,pstA
ECB_03611,91,75,75,31,15,15,34,49,73,54,78,136,960,pstC
ECB_03612,77,54,54,62,21,21,59,67,94,49,57,127,1041,pstS
ECB_03613,158,116,116,100,34,34,102,119,179,76,102,221,1830,glmS
ECB_03614,111,77,77,68,22,22,72,90,146,72,84,155,1371,glmU
ECB_03615,35,21,21,25,7,7,19,24,29,22,29,55,420,atpC
ECB_03616,108,74,74,80,32,32,88,92,109,66,89,185,1383,atpD
ECB_03617,76,48,48,41,10,10,34,40,65,52,58,116,864,atpG
ECB_03618,105,70,70,88,36,36,114,124,151,68,98,199,1542,atpA
ECB_03619,37,21,21,36,15,15,31,37,54,27,33,53,534,atpH
ECB_03620,39,21,21,39,11,11,25,28,34,19,30,51,471,atpF
ECB_03621,22,20,20,7,3,3,19,20,25,5,12,29,240,atpE
ECB_03622,82,67,67,38,20,20,29,40,64,22,36,112,816,atpB
ECB_03623,45,34,34,22,16,16,16,17,33,12,16,36,381,atpI
ECB_03624,31,21,21,25,11,13,17,24,40,19,22,44,396,gidB
ECB_03625,171,123,123,95,33,35,104,116,184,80,107,206,1890,gidA
ECB_03626,28,18,18,34,12,12,19,25,46,21,28,48,444,mioC
ECB_03627,34,21,21,28,12,12,12,18,35,23,35,60,459,asnC
ECB_03628,104,73,73,50,15,15,45,51,88,38,46,108,993,asnA
ECB_03629,131,86,86,101,38,40,42,52,127,70,95,148,1452,yieM
ECB_03630,112,72,72,114,25,26,56,74,164,68,78,152,1497,yieN
ECB_03631,182,139,139,89,45,46,67,96,183,84,112,199,1869,kup
ECB_03632,34,12,12,46,21,26,30,35,58,22,29,38,522,insJ-5
ECB_03633,62,27,27,59,25,37,43,52,101,22,28,64,852,insK-5
ECB_03634,31,20,20,31,10,10,16,22,44,20,26,37,420,rbsD
ECB_03635,116,80,80,91,22,22,54,71,138,97,114,177,1506,rbsA
ECB_03636,95,80,80,40,18,18,48,61,96,52,68,114,966,rbsC
ECB_03637,84,57,57,51,20,20,44,49,80,43,50,99,891,rbsB
ECB_03638,65,43,43,63,29,31,57,73,111,41,50,82,930,rbsK
ECB_03639,73,55,55,62,21,21,48,57,113,47,61,98,993,rbsR
ECB_03640,93,67,67,88,58,60,66,85,159,74,95,144,1428,yieO
ECB_03641,58,36,36,53,24,24,20,26,66,26,36,61,693,yieP
ECB_03642,64,39,39,64,27,29,37,43,95,33,45,75,840,hdfR
ECB_03643,20,9,9,27,11,11,21,22,39,13,15,27,339,yifE
ECB_03644,113,78,78,141,76,78,54,72,154,68,94,142,1551,yifB
ECB_03645,10,8,8,8,8,8,4,8,8,2,5,8,99,ilvL
ECB_03646,133,89,89,104,47,47,67,68,149,81,108,188,1647,ilvG
ECB_03647,13,8,8,21,10,10,8,8,24,16,20,32,264,ilvM
ECB_03648,73,58,58,50,19,19,39,45,77,49,63,115,930,ilvE
ECB_03649,146,114,114,89,30,30,74,88,147,117,140,249,1851,ilvD
ECB_03650,152,122,122,83,22,24,34,41,90,100,116,221,1545,ilvA
ECB_03651,116,85,85,43,16,16,16,27,66,43,50,91,894,ilvY
ECB_03652,133,94,94,85,24,24,59,70,107,72,89,183,1476,ilvC
ECB_03653,27,16,16,21,10,10,9,12,20,12,14,33,282,ppiC
ECB_03654,17,6,6,21,13,18,9,11,29,8,14,24,276,ECB_03654
ECB_03655,10,7,7,16,8,9,11,14,24,8,9,24,219,yifN
ECB_03656,225,148,148,89,19,19,54,69,163,96,123,240,2022,rep
ECB_03657,136,93,93,83,28,28,64,80,155,75,89,155,1485,gppA
ECB_03658,101,72,72,74,27,28,65,85,142,55,61,130,1266,rhlB
ECB_03659,27,22,22,21,5,5,14,17,27,10,16,42,330,trxA
ECB_03660,8,4,4,6,4,5,6,7,12,3,6,6,102,rhoL
ECB_03661,88,58,58,69,18,18,80,90,124,55,75,155,1260,rho
ECB_03662,71,53,53,46,27,29,48,66,124,63,78,134,1104,rfe
ECB_03663,96,64,64,55,20,21,39,50,106,44,54,99,1047,wzzE
ECB_03664,113,81,81,59,28,30,46,60,109,42,55,114,1131,wecB
ECB_03665,116,84,84,65,25,25,49,63,120,59,79,131,1263,wecC
ECB_03666,100,81,81,52,18,19,38,47,96,42,54,124,1068,rffG
ECB_03667,93,60,60,34,9,9,31,40,73,48,59,110,882,rffH
ECB_03668,43,33,33,39,19,20,20,26,58,29,33,52,546,wecD
ECB_03669,109,83,83,48,12,12,31,44,93,56,71,145,1131,wecE
ECB_03670,141,107,107,56,27,28,40,50,126,59,77,133,1251,wzxE
ECB_03671,111,76,76,48,15,17,38,49,107,41,52,116,1080,rffT
ECB_03672,122,97,97,42,22,22,31,43,114,80,100,197,1353,wecF
ECB_03673,69,43,43,36,13,13,34,40,71,38,44,77,741,wecG
ECB_03674,123,98,98,57,36,36,38,61,116,72,97,169,1386,yifK
ECB_03675,104,71,71,66,25,27,41,47,134,52,58,119,1236,aslB
ECB_03676,132,95,95,89,34,34,66,76,137,85,95,195,1656,aslA
ECB_03677,118,81,81,81,30,31,35,46,93,52,66,136,1197,hemY
ECB_03678,109,70,70,80,30,31,51,61,108,56,66,125,1206,hemX
ECB_03679,60,39,39,60,25,25,27,33,74,36,47,75,741,hemD
ECB_03680,72,55,55,63,27,28,35,48,90,63,70,111,942,hemC
ECB_03681,228,156,156,123,45,46,82,105,226,116,134,319,2547,cyaA
ECB_03682,22,14,14,19,4,4,5,9,25,15,19,44,321,cyaY
ECB_03683,17,9,9,9,5,5,11,11,25,11,17,29,228,yzcX
ECB_03684,19,16,16,16,6,6,8,8,16,10,10,20,204,yifL
ECB_03685,73,52,52,36,16,16,30,37,85,49,57,88,825,dapF
ECB_03686,77,54,54,36,16,16,22,27,67,33,36,70,708,yigA
ECB_03687,79,63,63,46,16,16,37,40,80,39,49,107,897,xerC
ECB_03688,70,53,53,38,13,14,18,23,62,34,46,80,717,yigB
ECB_03689,228,147,147,92,28,28,65,78,146,111,134,280,2163,uvrD
ECB_03690,76,53,53,61,21,21,32,40,91,38,44,86,903,ECB_03690
ECB_03691,60,38,38,42,16,16,28,37,92,38,48,64,765,yigE
ECB_03692,94,68,68,54,20,20,26,32,69,35,53,124,951,corA
ECB_03693,16,8,8,29,11,11,16,23,67,8,12,30,423,ECB_03693
ECB_03694,8,4,4,92,44,49,35,46,128,14,25,56,849,ECB_03694
ECB_03695,16,10,10,7,2,3,3,6,16,9,12,21,177,ECB_03695
ECB_03696,10,6,6,43,21,22,16,23,52,8,9,24,381,yigF
ECB_03697,4,1,1,15,12,12,11,13,32,5,11,14,207,yigG
ECB_03698,88,73,73,39,18,19,24,44,84,39,47,99,891,rarD
ECB_03699,35,22,22,31,13,14,15,19,44,31,34,53,468,yigI
ECB_03700,78,54,54,36,14,14,30,33,79,34,41,99,870,pldA
ECB_03701,179,132,132,83,13,13,52,70,154,107,127,219,1836,recQ
ECB_03702,47,34,34,28,11,11,25,38,71,39,42,67,621,rhtC
ECB_03703,63,45,45,33,21,22,19,33,59,31,38,61,621,rhtB
ECB_03704,70,50,50,64,35,38,39,46,108,49,63,102,1023,pldB
ECB_03705,68,55,55,35,5,5,25,35,83,42,44,97,801,yigL
ECB_03706,94,79,79,28,16,17,23,33,71,51,59,121,900,yigM
ECB_03707,112,77,77,61,32,33,16,26,75,41,51,96,954,metR
ECB_03708,228,169,169,120,45,45,88,110,192,94,111,258,2262,metE
ECB_03709,52,30,30,73,33,35,31,47,100,37,47,91,897,ECB_03709
ECB_03710,100,83,83,69,42,42,44,69,128,73,85,140,1224,ECB_03710
ECB_03711,19,18,18,32,11,11,9,15,32,19,23,39,354,ECB_03711
ECB_03712,77,59,59,78,35,38,38,51,84,61,74,117,1041,ECB_03712
ECB_03713,89,63,63,93,50,51,65,79,148,87,101,161,1476,ECB_03713
ECB_03714,106,74,74,113,58,58,55,74,139,80,100,180,1560,ECB_03714
ECB_03715,73,49,49,72,44,46,24,28,90,26,36,69,861,ECB_03715
ECB_03716,36,27,27,57,26,27,28,40,68,35,41,69,669,ECB_03716
ECB_03717,63,46,46,52,29,30,30,36,77,38,49,83,810,ysgA
ECB_03718,63,48,48,36,11,11,54,59,81,38,46,82,765,udp
ECB_03719,121,91,91,89,58,58,65,89,168,76,93,149,1491,ECB_03719
ECB_03720,41,28,28,36,23,25,21,29,52,27,30,48,510,ECB_03720
ECB_03721,63,43,43,70,30,30,46,53,92,62,73,111,975,ECB_03721
ECB_03722,48,36,36,38,14,14,28,36,64,36,42,68,630,ECB_03722
ECB_03723,67,48,48,81,43,45,32,39,87,55,67,111,1005,ECB_03723
ECB_03724,57,41,41,54,22,23,29,33,62,51,62,102,768,ECB_03724
ECB_03725,141,84,84,84,22,22,37,49,116,65,85,161,1428,yigN
ECB_03726,65,46,46,34,16,16,25,31,66,41,48,96,756,ubiE
ECB_03727,59,40,40,38,15,15,25,31,52,34,38,68,606,yigP
ECB_03728,140,92,92,111,42,43,54,72,162,69,93,163,1641,ubiB
ECB_03729,21,8,8,18,4,4,11,14,31,12,17,21,270,tatA
ECB_03730,62,43,43,39,15,15,18,19,37,19,24,45,516,tatB
ECB_03731,87,74,74,39,16,16,20,26,60,29,43,92,777,tatC
ECB_03732,74,51,51,44,21,21,28,38,82,34,42,72,783,tatD
ECB_03733,39,25,25,33,13,14,13,21,44,28,31,52,489,rfaH
ECB_03734,146,112,112,74,23,23,51,69,140,73,85,155,1494,ubiD
ECB_03735,64,46,46,37,17,17,34,43,82,22,32,56,702,fre
ECB_03736,107,84,84,50,22,22,45,54,100,73,87,137,1164,fadA
